0.04640007019042969,101
0.086822509765625,102
0.12340092658996582,103
0.16075801849365234,104
0.20703506469726562,105
0.2529318332672119,106
0.2996864318847656,106
0.3431715965270996,107
0.38195061683654785,107
0.4264798164367676,107
0.4659602642059326,108
0.5010964870452881,109
0.5359742641448975,110
0.582543134689331,111
0.6278462409973145,111
0.6731984615325928,112
0.7148053646087646,112
0.7532100677490234,113
0.7894778251647949,113
0.8287198543548584,113
0.8687713146209717,114
0.9096717834472656,115
0.9457504749298096,115
0.98543381690979,114
1.0382616519927979,115
1.0892832279205322,116
1.1301805973052979,117
1.169339656829834,118
1.2179696559906006,119
1.2622931003570557,120
1.3003075122833252,121
1.3518517017364502,121
1.3954155445098877,121
1.435962200164795,122
1.470545768737793,122
1.505500078201294,121
1.5391197204589844,120
1.5736470222473145,121
1.6084587574005127,121
1.6474194526672363,122
1.6888954639434814,122
1.731309413909912,123
1.768249750137329,124
1.8038825988769531,125
1.8460040092468262,126
1.887465000152588,127
1.9276134967803955,128
1.9683403968811035,129
2.0085926055908203,130
2.0443553924560547,131
2.0866148471832275,131
2.1269798278808594,132
2.1677839756011963,133
2.2066829204559326,134
2.2464029788970947,135
2.2901930809020996,136
2.3340601921081543,137
2.3768298625946045,138
2.423593282699585,137
2.464334011077881,138
2.5008976459503174,139
2.536953926086426,140
2.5733156204223633,141
2.6305410861968994,142
2.669823169708252,142
2.7210793495178223,143
2.759448528289795,144
2.7958621978759766,144
2.8300724029541016,144
2.86615252494812,145
2.9037060737609863,146
2.940903425216675,147
2.9779491424560547,147
3.021404266357422,148
3.056062698364258,149
3.091373920440674,150
3.1280179023742676,151
3.168661117553711,152
3.2084527015686035,152
3.2510013580322266,152
3.2874250411987305,151
3.3276822566986084,152
3.3668293952941895,152
3.4025251865386963,153
3.4401817321777344,154
3.480180263519287,155
3.5274696350097656,156
3.5681464672088623,157
3.610103130340576,157
3.6467792987823486,158
3.6861953735351562,158
3.7315924167633057,159
3.7706761360168457,159
3.811450958251953,159
3.848616123199463,160
3.885364055633545,161
3.929821491241455,161
3.9692487716674805,162
4.012146234512329,163
4.060149908065796,163
4.102489471435547,163
4.156199932098389,162
4.202335834503174,162
4.246581554412842,163
